Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-g1a6,randomiser-62yd,Spreadsheet,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,display,randomise_trials,ImageLeft,ImageRight,ImageCentre,TextLeft,TextRight,TextCentre,Answer,OrLeft,OrRight,TextLeft1,TextRight1,TextRight2,TextLeft2,,metadata,metadata.1
121,1636858993465,14/11/2021 03:03:13,1636858993316,11,14/11/2021 14:03:13,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,55,2,Screen 2,fixation,fixation,699.8979999999865,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Engineering,left,,,,,humanities,science,70,practice_incongruent,practice_incongruent
122,1636858994176,14/11/2021 03:03:14,1636858994033,11,14/11/2021 14:03:14,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,56,1,Screen 1,Zone9,response_keyboard,694.8999998569489,left,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Biology,left,,,,,humanities,science,64,practice_incongruent,practice_incongruent
123,1636858994863,14/11/2021 03:03:14,1636858994732,11,14/11/2021 14:03:14,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,56,2,Screen 2,fixation,fixation,699.94200000001,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Biology,left,,,,,humanities,science,64,practice_incongruent,practice_incongruent
124,1636858995444,14/11/2021 03:03:15,1636858995301,11,14/11/2021 14:03:15,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,57,1,Screen 1,Zone9,response_keyboard,547.5999999046326,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,English,right,,,,,humanities,science,76,practice_incongruent,practice_incongruent
125,1636858996146,14/11/2021 03:03:16,1636858995999,11,14/11/2021 14:03:15,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,57,2,Screen 2,fixation,fixation,699.9069999999774,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,English,right,,,,,humanities,science,76,practice_incongruent,practice_incongruent
126,1636858996882,14/11/2021 03:03:16,1636858996735,11,14/11/2021 14:03:16,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,58,1,Screen 1,Zone9,response_keyboard,714.0999999046326,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Music,right,,,,,humanities,science,77,practice_incongruent,practice_incongruent
127,1636858997585,14/11/2021 03:03:17,1636858997432,11,14/11/2021 14:03:17,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,58,2,Screen 2,fixation,fixation,699.9590000000026,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Music,right,,,,,humanities,science,77,practice_incongruent,practice_incongruent
128,1636858998176,14/11/2021 03:03:18,1636858998030,11,14/11/2021 14:03:18,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,59,1,Screen 1,Zone9,response_keyboard,570.7000000476837,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Classics,right,,,,,humanities,science,73,practice_incongruent,practice_incongruent
129,1636858998863,14/11/2021 03:03:18,1636858998715,11,14/11/2021 14:03:18,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,59,2,Screen 2,fixation,fixation,699.8709999999846,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Classics,right,,,,,humanities,science,73,practice_incongruent,practice_incongruent
130,1636858999415,14/11/2021 03:03:19,1636858999279,11,14/11/2021 14:03:19,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,60,1,Screen 1,Zone9,response_keyboard,536.8000001907349,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Arts,right,,,,,humanities,science,74,practice_incongruent,practice_incongruent
131,1636859000099,14/11/2021 03:03:20,1636858999965,11,14/11/2021 14:03:19,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,60,2,Screen 2,fixation,fixation,699.9029999999912,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Arts,right,,,,,humanities,science,74,practice_incongruent,practice_incongruent
132,1636859000743,14/11/2021 03:03:20,1636859000590,11,14/11/2021 14:03:20,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,61,1,Screen 1,Zone9,response_keyboard,593,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Literature,right,,,,,humanities,science,75,practice_incongruent,practice_incongruent
133,1636859001426,14/11/2021 03:03:21,1636859001282,11,14/11/2021 14:03:21,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,61,2,Screen 2,fixation,fixation,699.9429999999993,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Literature,right,,,,,humanities,science,75,practice_incongruent,practice_incongruent
134,1636859002393,14/11/2021 03:03:22,1636859002245,11,14/11/2021 14:03:22,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,62,1,Screen 1,Zone9,response_keyboard,941.5,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,History,right,,,,,humanities,science,78,practice_incongruent,practice_incongruent
135,1636859003081,14/11/2021 03:03:23,1636859002933,11,14/11/2021 14:03:22,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,62,2,Screen 2,fixation,fixation,702.1550000000279,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,History,right,,,,,humanities,science,78,practice_incongruent,practice_incongruent
136,1636859011539,14/11/2021 03:03:31,1636859011390,11,14/11/2021 14:03:31,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,5,1,Screen 1,Zone9,continue_keyboard,8437.699999809265,,,0,1,0,,,,Spreadsheet1,2,prepare1,,,,,,,,,or,or,female,male,humanities,science,80,incongruent,incongruent
137,1636859012507,14/11/2021 03:03:32,1636859012359,11,14/11/2021 14:03:32,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,63,1,Screen 1,Zone9,response_keyboard,942.8999998569489,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Anna,left,or,or,female,male,humanities,science,83,incongruent,incongruent
138,1636859013180,14/11/2021 03:03:33,1636859013046,11,14/11/2021 14:03:33,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,63,2,Screen 2,fixation,fixation,699.8969999999972,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Anna,left,or,or,female,male,humanities,science,83,incongruent,incongruent
139,1636859013757,14/11/2021 03:03:33,1636859013613,11,14/11/2021 14:03:33,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,64,1,Screen 1,Zone9,response_keyboard,551,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Julia,left,or,or,female,male,humanities,science,81,incongruent,incongruent
140,1636859014463,14/11/2021 03:03:34,1636859014297,11,14/11/2021 14:03:34,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,64,2,Screen 2,fixation,fixation,700.0210000000079,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Julia,left,or,or,female,male,humanities,science,81,incongruent,incongruent
141,1636859015706,14/11/2021 03:03:35,1636859015565,11,14/11/2021 14:03:35,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,65,1,Screen 1,Zone9,response_keyboard,1247,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Astronomy,left,or,or,female,male,humanities,science,98,incongruent,incongruent
142,1636859016417,14/11/2021 03:03:36,1636859016264,11,14/11/2021 14:03:36,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,65,2,Screen 2,fixation,fixation,700.1959999999963,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Astronomy,left,or,or,female,male,humanities,science,98,incongruent,incongruent
143,1636859017864,14/11/2021 03:03:37,1636859017715,11,14/11/2021 14:03:37,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,66,1,Screen 1,Zone9,response_keyboard,1420.1000001430511,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Philosophy,right,or,or,female,male,humanities,science,101,incongruent,incongruent
144,1636859018552,14/11/2021 03:03:38,1636859018413,11,14/11/2021 14:03:38,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,66,2,Screen 2,fixation,fixation,699.9780000000028,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Philosophy,right,or,or,female,male,humanities,science,101,incongruent,incongruent
145,1636859019482,14/11/2021 03:03:39,1636859019344,11,14/11/2021 14:03:39,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,67,1,Screen 1,Zone9,response_keyboard,911.2000000476837,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Geology,left,or,or,female,male,humanities,science,97,incongruent,incongruent
146,1636859020161,14/11/2021 03:03:40,1636859020030,11,14/11/2021 14:03:40,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,67,2,Screen 2,fixation,fixation,699.9020000000019,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Geology,left,or,or,female,male,humanities,science,97,incongruent,incongruent
147,1636859021270,14/11/2021 03:03:41,1636859021136,11,14/11/2021 14:03:41,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,68,1,Screen 1,Zone9,response_keyboard,1088.7000000476837,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Daniel,right,or,or,female,male,humanities,science,89,incongruent,incongruent
148,1636859021966,14/11/2021 03:03:41,1636859021829,11,14/11/2021 14:03:41,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,68,2,Screen 2,fixation,fixation,699.8949999999895,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Daniel,right,or,or,female,male,humanities,science,89,incongruent,incongruent
149,1636859023267,14/11/2021 03:03:43,1636859023121,11,14/11/2021 14:03:43,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,69,1,Screen 1,Zone9,response_keyboard,1273.9000000953674,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Classics,right,or,or,female,male,humanities,science,102,incongruent,incongruent
150,1636859023950,14/11/2021 03:03:43,1636859023812,11,14/11/2021 14:03:43,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,69,2,Screen 2,fixation,fixation,699.9869999999937,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Classics,right,or,or,female,male,humanities,science,102,incongruent,incongruent
151,1636859024767,14/11/2021 03:03:44,1636859024628,11,14/11/2021 14:03:44,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,70,1,Screen 1,Zone9,response_keyboard,795.2000000476837,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Physics,left,or,or,female,male,humanities,science,94,incongruent,incongruent
152,1636859025464,14/11/2021 03:03:45,1636859025312,11,14/11/2021 14:03:45,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,70,2,Screen 2,fixation,fixation,699.9059999999881,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Physics,left,or,or,female,male,humanities,science,94,incongruent,incongruent
153,1636859026152,14/11/2021 03:03:46,1636859026006,11,14/11/2021 14:03:46,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,71,1,Screen 1,Zone9,response_keyboard,673,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Music,right,or,or,female,male,humanities,science,106,incongruent,incongruent
154,1636859026834,14/11/2021 03:03:46,1636859026695,11,14/11/2021 14:03:46,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,71,2,Screen 2,fixation,fixation,699.8769999999786,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Music,right,or,or,female,male,humanities,science,106,incongruent,incongruent
155,1636859027510,14/11/2021 03:03:47,1636859027364,11,14/11/2021 14:03:47,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,72,1,Screen 1,Zone9,response_keyboard,649.2000000476837,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,English,right,or,or,female,male,humanities,science,105,incongruent,incongruent
156,1636859028220,14/11/2021 03:03:48,1636859028061,11,14/11/2021 14:03:48,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,72,2,Screen 2,fixation,fixation,699.8269999999902,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,English,right,or,or,female,male,humanities,science,105,incongruent,incongruent
157,1636859028726,14/11/2021 03:03:48,1636859028585,11,14/11/2021 14:03:48,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,73,1,Screen 1,Zone9,response_keyboard,511.5,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Paul,right,or,or,female,male,humanities,science,90,incongruent,incongruent
158,1636859029425,14/11/2021 03:03:49,1636859029278,11,14/11/2021 14:03:49,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,73,2,Screen 2,fixation,fixation,699.872000000003,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Paul,right,or,or,female,male,humanities,science,90,incongruent,incongruent
159,1636859030308,14/11/2021 03:03:50,1636859030160,11,14/11/2021 14:03:50,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,74,1,Screen 1,Zone9,response_keyboard,864.7000000476837,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,History,right,or,or,female,male,humanities,science,107,incongruent,incongruent
160,1636859030988,14/11/2021 03:03:50,1636859030844,11,14/11/2021 14:03:50,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,74,2,Screen 2,fixation,fixation,699.7859999999928,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,History,right,or,or,female,male,humanities,science,107,incongruent,incongruent
161,1636859031663,14/11/2021 03:03:51,1636859031521,11,14/11/2021 14:03:51,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,75,1,Screen 1,Zone9,response_keyboard,663.3999998569489,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Michelle,left,or,or,female,male,humanities,science,82,incongruent,incongruent
162,1636859032348,14/11/2021 03:03:52,1636859032211,11,14/11/2021 14:03:52,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,75,2,Screen 2,fixation,fixation,699.9070000000065,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Michelle,left,or,or,female,male,humanities,science,82,incongruent,incongruent
163,1636859033075,14/11/2021 03:03:53,1636859032922,11,14/11/2021 14:03:52,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,76,1,Screen 1,Zone9,response_keyboard,687.3999998569489,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Math,left,or,or,female,male,humanities,science,96,incongruent,incongruent
164,1636859033766,14/11/2021 03:03:53,1636859033611,11,14/11/2021 14:03:53,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,76,2,Screen 2,fixation,fixation,699.7060000000056,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Math,left,or,or,female,male,humanities,science,96,incongruent,incongruent
165,1636859034986,14/11/2021 03:03:54,1636859034844,11,14/11/2021 14:03:54,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,77,1,Screen 1,Zone9,response_keyboard,1217.7999999523163,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Jeffrey,right,or,or,female,male,humanities,science,91,incongruent,incongruent
166,1636859035674,14/11/2021 03:03:55,1636859035528,11,14/11/2021 14:03:55,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,77,2,Screen 2,fixation,fixation,699.9619999999995,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Jeffrey,right,or,or,female,male,humanities,science,91,incongruent,incongruent
167,1636859036742,14/11/2021 03:03:56,1636859036604,11,14/11/2021 14:03:56,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,78,1,Screen 1,Zone9,response_keyboard,1040.7999999523163,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Chemistry,left,or,or,female,male,humanities,science,95,incongruent,incongruent
168,1636859037430,14/11/2021 03:03:57,1636859037294,11,14/11/2021 14:03:57,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,78,2,Screen 2,fixation,fixation,699.6330000000016,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Chemistry,left,or,or,female,male,humanities,science,95,incongruent,incongruent
169,1636859038251,14/11/2021 03:03:58,1636859038111,11,14/11/2021 14:03:58,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,79,1,Screen 1,Zone9,response_keyboard,796.1000001430511,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,John,right,or,or,female,male,humanities,science,88,incongruent,incongruent
170,1636859038940,14/11/2021 03:03:58,1636859038794,11,14/11/2021 14:03:58,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,79,2,Screen 2,fixation,fixation,700,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,John,right,or,or,female,male,humanities,science,88,incongruent,incongruent
171,1636859040471,14/11/2021 03:04:00,1636859040331,11,14/11/2021 14:04:00,68854,2,task-3fjs,,17138265,BLIND,5062159,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.44,1920x1080,1920x937,,IAT_sex_topics,3,personality,,Spreadsheet1,80,1,Screen 1,Zone9,response_keyboard,1503,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Literature,right,or,or,female,male,humanities,science,104,incongruent,incongruent
